#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_2	cds	3696541	3697461	-	KDBBKD_20145	oppB	oligopeptide ABC transporter permease OppB	COG:COG0601, COG:EP, GO:0005886, GO:0015031, GO:0015833, GO:0016021, GO:0055085, RefSeq:WP_000911112.1, SO:0001217, UniParc:UPI0000130D76, UniRef:UniRef100_P0AFH4, UniRef:UniRef50_P45054, UniRef:UniRef90_P0AFH4
contig_2	cds	3697547	3699223	-	KDBBKD_20150	oppA	oligopeptide ABC transporter substrate-binding protein OppA	COG:COG4166, COG:E, GO:0006857, GO:0009408, GO:0015031, GO:0015833, GO:0016020, GO:0030288, GO:0055052, GO:0061077, GO:0140205, GO:1900750, GO:1904680, KEGG:K15580, SO:0001217, UniRef:UniRef50_P23843, UniRef:UniRef90_P23843
contig_2	cds	3699597	3699758	+	KDBBKD_20155		hypothetical protein	RefSeq:WP_001393462.1, SO:0001217, UniParc:UPI00021BA2D4, UniRef:UniRef100_A0A8F8GW43, UniRef:UniRef50_J7Q769, UniRef:UniRef90_J7Q769
contig_2	cds	3699734	3699889	-	KDBBKD_20160		hypothetical protein	RefSeq:WP_001297113.1, SO:0001217, UniParc:UPI0001759175, UniRef:UniRef100_J7R0A6, UniRef:UniRef50_J7R0A6, UniRef:UniRef90_J7R0A6
contig_2	cds	3699916	3700563	-	KDBBKD_20165	ychE	NAAT family transporter YchE	COG:COG2095, COG:E, GO:0005886, GO:0005887, RefSeq:WP_000616554.1, SO:0001217, UniParc:UPI000004F5DF, UniRef:UniRef100_P25743, UniRef:UniRef50_P25743, UniRef:UniRef90_P25743
contig_2	sorf	3700594	3700647	-	KDBBKD_20170	ychT	Protein YchT	RefSeq:WP_211180492.1, SO:0001217, UniParc:UPI00045AC6AD, UniRef:UniRef100_P0DSE9, UniRef:UniRef50_P0DSE9, UniRef:UniRef90_P0DSE9
contig_2	cds	3701040	3703715	+	KDBBKD_20175	adhE	bifunctional acetaldehyde-CoA/alcohol dehydrogenase	COG:C, COG:COG1454, GO:0004022, GO:0004025, GO:0005829, GO:0006115, GO:0006979, GO:0008198, GO:0008774, GO:0015976, GO:0016020, GO:0019664, GO:0042802, GO:0051260, RefSeq:WP_000301651.1, SO:0001217, UniParc:UPI0000000054, UniRef:UniRef100_P0A9Q8, UniRef:UniRef50_P0A9Q8, UniRef:UniRef90_P0A9Q8
contig_2	cds	3703839	3704024	+	KDBBKD_20180	insZ	IS4 family transposase	GO:0003677, GO:0004803, GO:0006313, KEGG:K07495, RefSeq:WP_001333005.1, SO:0001217, UniParc:UPI0001887B4E, UniRef:UniRef100_P30192, UniRef:UniRef50_P30192, UniRef:UniRef90_P30192
contig_2	cds	3704145	3704735	+	KDBBKD_20185		DDE-Tnp-1 domain-containing protein	SO:0001217, UniParc:UPI000013A6AD, UniRef:UniRef100_A0A024L4B6, UniRef:UniRef50_Q31ZS9, UniRef:UniRef90_K4WCN8
contig_2	cds	3705017	3705634	-	KDBBKD_20190	tdk	thymidine kinase	COG:COG1435, COG:F, EC:2.7.1.21, GO:0004797, GO:0005524, GO:0005737, GO:0008270, GO:0016310, GO:0071897, RefSeq:WP_000068077.1, SO:0001217, UniParc:UPI000012DE81, UniRef:UniRef100_P23331, UniRef:UniRef50_P23331, UniRef:UniRef90_P23331
contig_2	cds	3706239	3706652	+	KDBBKD_20195	hns	DNA-binding transcriptional regulator H-NS	COG:COG2916, COG:K, GO:0003677, GO:0005737, GO:0006355, GO:0009295, GO:0030527, GO:0042802, GO:0046983, RefSeq:WP_001287378.1, SO:0001217, UniParc:UPI00001639B0, UniRef:UniRef100_P0ACG0, UniRef:UniRef50_A0A0F6B244, UniRef:UniRef90_A0A0F6B244
contig_2	cds	3706796	3707704	-	KDBBKD_20200	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	COG:COG1210, COG:M, EC:2.7.7.9, GO:0003983, GO:0006011, GO:0009103, KEGG:K00963, RefSeq:WP_000718995.1, SO:0001217, UniParc:UPI00001639AF, UniRef:UniRef100_P0AEP5, UniRef:UniRef50_P0AEP5, UniRef:UniRef90_P0AEP5
contig_2	cds	3707906	3708919	-	KDBBKD_20205	rssB	two-component system response regulator RssB	COG:COG0784, COG:T, GO:0000160, GO:0010468, GO:0045862, RefSeq:WP_000193447.1, SO:0001217, UniParc:UPI000012CA9E, UniRef:UniRef100_P0AEV2, UniRef:UniRef50_P0AEV2, UniRef:UniRef90_P0AEV2
contig_2	cds	3709011	3709955	-	KDBBKD_20210	rssA	patatin-like phospholipase RssA	COG:COG1752, COG:R, GO:0004622, GO:0016042, GO:0046470, SO:0001217, UniParc:UPI000013A6B3, UniRef:UniRef100_P0AFR0, UniRef:UniRef50_P0AFR0, UniRef:UniRef90_P0AFR0
contig_2	cds	3710029	3710487	+	KDBBKD_20215	ychJ	YchJ family protein	COG:COG3012, COG:S, KEGG:K09858, RefSeq:WP_001307143.1, SO:0001217, UniParc:UPI000013A6B0, UniRef:UniRef100_B7LHH6, UniRef:UniRef50_Q32GX3, UniRef:UniRef90_Q32GX3
contig_2	cds	3710537	3711379	+	KDBBKD_20220	purU	formyltetrahydrofolate deformylase	COG:COG0788, COG:F, EC:3.5.1.10, GO:0005829, GO:0006164, GO:0006189, GO:0006730, GO:0008864, GO:0009152, GO:0009257, GO:0016742, RefSeq:WP_000555857.1, SO:0001217, UniParc:UPI00000330E1, UniRef:UniRef100_P37051, UniRef:UniRef50_P37051, UniRef:UniRef90_P37051
contig_2	tRNA	3711539	3711623	+	KDBBKD_20225	Tyr_trna	tRNA-Tyr(gta)	SO:0000272
contig_2	ncRNA-region	3711667	3711798	+			RtT RNA	RFAM:RF00391, SO:0005836
contig_2	tRNA	3711833	3711917	+	KDBBKD_20230	Tyr_trna	tRNA-Tyr(gta)	SO:0000272
contig_2	ncRNA-region	3711964	3712095	+			RtT RNA	RFAM:RF00391, SO:0005836
contig_2	ncRNA-region	3712142	3712273	+			RtT RNA	RFAM:RF00391, SO:0005836
contig_2	ncRNA-region	3712320	3712451	+			RtT RNA	RFAM:RF00391, SO:0005836
contig_2	cds	3712635	3713312	-	KDBBKD_20235	narI	respiratory nitrate reductase subunit gamma	COG:COG2181, COG:CP, EC:1.7.5.1, EC:1.7.99.-, GO:0005886, GO:0005887, GO:0008940, GO:0009055, GO:0009061, GO:0009325, GO:0016020, GO:0019645, GO:0020037, GO:0042126, GO:0042128, GO:0044799, GO:0046872, KEGG:K00374, RefSeq:WP_001160108.1, SO:0001217, UniParc:UPI000012FD86, UniRef:UniRef100_P11350, UniRef:UniRef50_P11350, UniRef:UniRef90_P11350
contig_2	cds	3713312	3714022	-	KDBBKD_20240	narJ	nitrate reductase molybdenum cofactor assembly chaperone	COG:COG2180, COG:CPO, EC:1.7.5.1, EC:1.7.99.-, GO:0005737, GO:0016530, GO:0042128, GO:0051082, GO:0051131, KEGG:K00374, RefSeq:WP_000571681.1, SO:0001217, UniParc:UPI000012FD87, UniRef:UniRef100_P0AF27, UniRef:UniRef50_P0AF27, UniRef:UniRef90_P0AF27
contig_2	cds	3714019	3715557	-	KDBBKD_20245	narH	nitrate reductase subunit beta	EC:1.7.5.1, GO:0008940, GO:0009055, GO:0009061, GO:0016020, GO:0019645, GO:0031224, GO:0031235, GO:0042126, GO:0042128, GO:0044799, GO:0046872, GO:0051538, GO:0051539, RefSeq:WP_000702650.1, SO:0001217, UniParc:UPI000012FD85, UniRef:UniRef100_P11349, UniRef:UniRef50_P11349, UniRef:UniRef90_P11349
contig_2	cds	3715554	3719297	-	KDBBKD_20250	narG	nitrate reductase subunit alpha	COG:COG5013, COG:CP, EC:1.7.5.1, EC:1.7.99.-, GO:0008940, GO:0009055, GO:0009061, GO:0016020, GO:0019645, GO:0031224, GO:0031235, GO:0042126, GO:0042128, GO:0043546, GO:0044799, GO:0046872, GO:0051539, KEGG:K00370, RefSeq:WP_000032939.1, SO:0001217, UniParc:UPI0000168087, UniRef:UniRef100_P09152, UniRef:UniRef50_P09152, UniRef:UniRef90_P09152
contig_2	cds	3719813	3721204	-	KDBBKD_20255	narK	nitrate transporter NarK	COG:COG2223, COG:P, GO:0005452, GO:0005886, GO:0005887, GO:0015112, GO:0015514, GO:0015706, GO:0015707, GO:0042128, RefSeq:WP_000019827.1, SO:0001217, UniParc:UPI000012FD88, UniRef:UniRef100_P10903, UniRef:UniRef50_P10903, UniRef:UniRef90_P10903
contig_2	cds	3721299	3721517	-	KDBBKD_20260		hypothetical protein	RefSeq:WP_000069500.1, SO:0001217, UniParc:UPI000174CD9D, UniRef:UniRef100_A0A094WPS3, UniRef:UniRef50_Q32GY0, UniRef:UniRef90_Q32GY0
contig_2	cds	3721543	3723339	+	KDBBKD_20265	narX	nitrate/nitrite two-component system sensor histidine kinase NarX	COG:COG3850, COG:T, EC:2.7.13.3, GO:0000155, GO:0005524, GO:0005886, GO:0016021, GO:0042128, GO:0046983, RefSeq:WP_000918073.1, SO:0001217, UniParc:UPI000012FD90, UniRef:UniRef100_P0AFA3, UniRef:UniRef50_P0AFA3, UniRef:UniRef90_P0AFA3
contig_2	cds	3723332	3723982	+	KDBBKD_20270	narX	nitrate/nitrite two-component system sensor histidine kinase NarX	GO:0000160, GO:0003677, GO:0005524, GO:0006355, GO:0042128, RefSeq:WP_000070491.1, SO:0001217, UniParc:UPI000012FD89, UniRef:UniRef100_P0AF30, UniRef:UniRef50_P0AF30, UniRef:UniRef90_P0AF30
contig_2	cds	3723983	3725377	-	KDBBKD_20275	ychO	inverse autotransporter invasin YchO	GO:0009279, GO:0042597, RefSeq:WP_000086217.1, SO:0001217, UniParc:UPI0001505B8D, UniRef:UniRef100_P39165, UniRef:UniRef50_P39165, UniRef:UniRef90_P39165
contig_2	cds	3725562	3725915	+	KDBBKD_20280	ychN	DsrE/F sulfur relay family protein YchN	COG:COG1553, COG:P, GO:0005829, GO:0032991, GO:0042802, KEGG:K06039, RefSeq:WP_001169669.1, SO:0001217, UniParc:UPI000013A6B5, UniRef:UniRef100_P0AB53, UniRef:UniRef50_P0AB53, UniRef:UniRef90_P0AB53
contig_2	cds	3725959	3726675	-	KDBBKD_20285	chaC	glutathione-specific gamma-glutamylcyclotransferase	COG:COG3703, COG:P, EC:4.3.2.7, GO:0003839, GO:0005737, GO:0006751, GO:0061928, GO:0071973, KEGG:K07232, RefSeq:WP_001350506.1, SO:0001217, UniParc:UPI0000168086, UniRef:UniRef100_UPI0000168086, UniRef:UniRef50_P39163, UniRef:UniRef90_P39163
contig_2	cds	3726812	3727042	-	KDBBKD_20290	chaB	putative cation transport regulator ChaB	COG:COG4572, COG:P, RefSeq:WP_001146444.1, SO:0001217, UniParc:UPI000012776C, UniRef:UniRef100_P0AE65, UniRef:UniRef50_P0AE65, UniRef:UniRef90_P0AE65
contig_2	cds	3727312	3728412	+	KDBBKD_20295	chaA	sodium-potassium/proton antiporter ChaA	COG:COG0387, COG:P, GO:0005886, GO:0005887, GO:0010446, GO:0015385, GO:0015386, RefSeq:WP_000063607.1, SO:0001217, UniParc:UPI000012776B, UniRef:UniRef100_P31801, UniRef:UniRef50_P31801, UniRef:UniRef90_P31801
contig_2	ncRNA	3728703	3728768	-	KDBBKD_20300	rdlD	rdlD antitoxin	RFAM:RF01813, SO:0000655
contig_2	ncRNA	3729238	3729303	-	KDBBKD_20305	rdlD	rdlD antitoxin	RFAM:RF01813, SO:0000655
contig_2	cds	3729351	3729458	+	KDBBKD_20310	ldrB	Small toxic polypeptide LdrB	GO:0005886, GO:0016021, KEGG:K18862, RefSeq:WP_000170963.1, SO:0001217, UniParc:UPI00003B25EA, UniRef:UniRef100_Q6BF87, UniRef:UniRef50_P0DPD0, UniRef:UniRef90_Q6BF87
contig_2	ncRNA	3729773	3729838	-	KDBBKD_20315	rdlD	rdlD antitoxin	RFAM:RF01813, SO:0000655
contig_2	cds	3730142	3730996	-	KDBBKD_20320	kdsA	3-deoxy-8-phosphooctulonate synthase	COG:COG2877, COG:M, EC:2.5.1.55, GO:0005737, GO:0008676, GO:0019294, RefSeq:WP_000811065.1, SO:0001217, UniParc:UPI0000110F14, UniRef:UniRef100_A7ZKY9, UniRef:UniRef50_Q8EAR9, UniRef:UniRef90_Q8XDE7
contig_2	cds	3731032	3731841	-	KDBBKD_20325	sirB1	invasion regulator SirB1	COG:COG2912, COG:T, RefSeq:WP_001257044.1, SO:0001217, UniParc:UPI0000135980, UniRef:UniRef100_P0AGM6, UniRef:UniRef50_P0AGM6, UniRef:UniRef90_P0AGM6
contig_2	cds	3731845	3732237	-	KDBBKD_20330	sirB2	invasion regulator SirB2	COG:COG3094, COG:S, GO:0005886, GO:0016021, RefSeq:WP_000200374.1, SO:0001217, UniParc:UPI0000135981, UniRef:UniRef100_Q46755, UniRef:UniRef50_Q46755, UniRef:UniRef90_Q46755
contig_2	cds	3732234	3733067	-	KDBBKD_20335	prmC	peptide chain release factor N(5)-glutamine methyltransferase	EC:2.1.1.297, GO:0003676, GO:0006415, GO:0006479, GO:0008276, GO:0008757, GO:0010468, GO:0018364, GO:0036009, GO:0102559, RefSeq:WP_000456467.1, SO:0001217, UniParc:UPI000012C592, UniRef:UniRef100_P0ACC1, UniRef:UniRef50_P0ACC1, UniRef:UniRef90_P0ACC1
contig_2	cds	3733067	3734149	-	KDBBKD_20340	prfA	peptide chain release factor 1	COG:COG0216, COG:J, GO:0005737, GO:0016149, KEGG:K02835, RefSeq:WP_000804726.1, SO:0001217, UniParc:UPI0000133730, UniRef:UniRef100_A7ZKY5, UniRef:UniRef50_P43917, UniRef:UniRef90_A8AG02
contig_2	cds	3734191	3735447	-	KDBBKD_20345	hemA	glutamyl-tRNA reductase	COG:COG0373, COG:H, EC:1.2.1.70, GO:0006782, GO:0008883, GO:0050661, RefSeq:WP_001299679.1, SO:0001217, UniParc:UPI000006146C, UniRef:UniRef100_P0A6X2, UniRef:UniRef50_A0KMZ9, UniRef:UniRef90_A4WBC7
contig_2	cds	3735661	3736284	+	KDBBKD_20350	lolB	lipoprotein insertase outer membrane protein LolB	COG:COG3017, COG:M, GO:0009279, GO:0015031, GO:0044874, RefSeq:WP_001130692.1, SO:0001217, UniParc:UPI000012E7C0, UniRef:UniRef100_A7ZKY3, UniRef:UniRef50_Q8CW45, UniRef:UniRef90_Q8CW45
contig_2	cds	3736284	3737135	+	KDBBKD_20355	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	COG:COG1947, COG:I, EC:2.7.1.148, GO:0005524, GO:0016114, GO:0016310, GO:0019288, GO:0050515, RefSeq:WP_001260332.1, SO:0001217, UniParc:UPI000003419F, UniRef:UniRef100_P62616, UniRef:UniRef50_Q8FI04, UniRef:UniRef90_Q8FI04
contig_2	cds	3737220	3738233	+	KDBBKD_20360	prs	ribose-phosphate diphosphokinase	COG:COG0462, COG:F, EC:2.7.6.1, GO:0000287, GO:0002189, GO:0004749, GO:0005524, GO:0005737, GO:0006015, GO:0006164, GO:0009156, GO:0016301, GO:0016310, SO:0001217, UniRef:UniRef50_Q8ZEY2, UniRef:UniRef90_Q8ZEY2
contig_2	cds	3738385	3740037	+	KDBBKD_20365	dauA	C4-dicarboxylic acid transporter DauA	COG:COG0659, COG:P, GO:0005886, GO:0008271, GO:0015138, GO:0015141, GO:0015183, GO:0015741, GO:0015810, GO:0016021, GO:0071422, RefSeq:WP_001300632.1, SO:0001217, UniParc:UPI000013A6B4, UniRef:UniRef100_C3TD17, UniRef:UniRef50_P0AFR3, UniRef:UniRef90_P0AFR3
contig_2	cds	3740092	3740370	-	KDBBKD_20370	ychH	stress-induced protein YchH	GO:0044011, GO:0070301, GO:0071276, RefSeq:WP_000823885.1, SO:0001217, UniParc:UPI000013A6AE, UniRef:UniRef100_P0AB51, UniRef:UniRef50_P0AB51, UniRef:UniRef90_P0AB51
contig_2	cds	3740648	3741232	+	KDBBKD_20375	pth	aminoacyl-tRNA hydrolase	COG:COG0193, COG:J, EC:3.1.1.29, GO:0004045, GO:0005737, GO:0006412, RefSeq:WP_000152933.1, SO:0001217, UniParc:UPI0000132919, UniRef:UniRef100_A7ZKX7, UniRef:UniRef50_Q7VMI1, UniRef:UniRef90_Q57NM8
contig_2	cds	3741349	3742440	+	KDBBKD_20380	ychF	redox-regulated ATPase YchF	COG:COG0012, COG:J, GO:0005524, GO:0005525, GO:0016887, GO:0043022, GO:0043023, GO:0046872, RefSeq:WP_000505866.1, SO:0001217, UniParc:UPI00001639AC, UniRef:UniRef100_P0ABU3, UniRef:UniRef50_P44681, UniRef:UniRef90_P0ABU3
contig_2	cds	3742685	3742864	-	KDBBKD_20385		Putative membrane protein	RefSeq:WP_000280737.1, SO:0001217, UniParc:UPI00015C4F78, UniRef:UniRef100_A0A7B5R6B4, UniRef:UniRef50_D3H2I6, UniRef:UniRef90_A0A7B5R6B4
contig_2	cds	3743209	3746076	+	KDBBKD_20390	ycgV	Uncharacterized protein YcgV	COG:COG3468, COG:MU, GO:0019867, GO:0043708, RefSeq:WP_001334788.1, SO:0001217, UniParc:UPI000013A69F, UniRef:UniRef100_P76017, UniRef:UniRef50_P76017, UniRef:UniRef90_P76017
contig_2	cds	3746176	3748095	-	KDBBKD_20395	dhaR	dihydroxyacetone kinase operon transcriptional regulator DhaR	COG:COG3284, COG:K, GO:0005524, GO:0006071, GO:0006351, GO:0006355, GO:0043565, RefSeq:WP_001350505.1, SO:0001217, UniParc:UPI000012929D, UniRef:UniRef100_P76016, UniRef:UniRef50_P76016, UniRef:UniRef90_P76016
contig_2	cds	3748323	3749393	+	KDBBKD_20400	dhaK	dihydroxyacetone kinase subunit DhaK	COG:COG2376, COG:G, EC:2.7.1.121, GO:0004371, GO:0005829, GO:0006090, GO:0006974, GO:0019563, GO:0042182, GO:0042802, GO:0046365, GO:0046835, GO:0047324, GO:0061610, GO:1990234, RefSeq:WP_000733715.1, SO:0001217, UniParc:UPI00001B5109, UniRef:UniRef100_P76015, UniRef:UniRef50_P76015, UniRef:UniRef90_P76015
contig_2	cds	3749404	3750036	+	KDBBKD_20405	dhaL	dihydroxyacetone kinase subunit DhaL	COG:COG2376, COG:G, EC:2.7.1.121, GO:0000287, GO:0004371, GO:0005524, GO:0005829, GO:0006090, GO:0019563, GO:0043531, GO:0046835, GO:0047324, GO:1990234, KEGG:K05879, RefSeq:WP_000059411.1, SO:0001217, UniParc:UPI000013A69C, UniRef:UniRef100_P76014, UniRef:UniRef50_P76014, UniRef:UniRef90_P76014
contig_2	cds	3750047	3751465	+	KDBBKD_20410	dhaM	dihydroxyacetone kinase phosphoryl donor subunit DhaM	COG:COG3412, COG:T, EC:2.7.1.121, GO:0005829, GO:0006090, GO:0006974, GO:0009401, GO:0016021, GO:0019563, GO:0046835, GO:0047324, GO:1990234, RefSeq:WP_001301101.1, SO:0001217, UniParc:UPI0000673C0D, UniRef:UniRef100_P37349, UniRef:UniRef50_P37349, UniRef:UniRef90_P37349
contig_2	cds	3751785	3753482	+	KDBBKD_20415	treA	alpha,alpha-trehalase	COG:COG1626, COG:G, EC:3.2.1.28, GO:0004555, GO:0005993, GO:0042597, GO:0071474, RefSeq:WP_000841714.1, SO:0001217, UniParc:UPI0000137348, UniRef:UniRef100_C4ZTN8, UniRef:UniRef50_Q8XDH7, UniRef:UniRef90_Q8XDH7
contig_2	cds	3753561	3754001	-	KDBBKD_20420	ycgY	Uncharacterized protein YcgY	RefSeq:WP_000615067.1, SO:0001217, UniParc:UPI000013A6A1, UniRef:UniRef100_P76012, UniRef:UniRef50_P76012, UniRef:UniRef90_P76012
contig_2	cds	3754179	3754433	-	KDBBKD_20425	ymgE	UPF0410 protein YmgE	COG:COG2261, COG:R, GO:0005886, GO:0016021, RefSeq:WP_001310727.1, SO:0001217, UniParc:UPI000013687A, UniRef:UniRef100_P76011, UniRef:UniRef50_P76011, UniRef:UniRef90_P76011
contig_2	cds	3754634	3755368	+	KDBBKD_20430	ycgR	Flagellar brake protein YcgR	COG:COG5581, COG:N, GO:0009425, GO:0035438, GO:0071945, GO:0071973, GO:1902201, KEGG:K21087, RefSeq:WP_000020169.1, SO:0001217, UniParc:UPI000013A69B, UniRef:UniRef100_P76010, UniRef:UniRef50_P76010, UniRef:UniRef90_P76010
contig_2	cds	3755370	3755981	-	KDBBKD_20435	emtA	membrane-bound lytic murein transglycosylase EmtA	COG:COG0741, COG:M, EC:4.2.2.-, EC:4.2.2.n2, GO:0000270, GO:0008932, GO:0009279, GO:0016837, GO:0016998, GO:0071555, KEGG:K08308, RefSeq:WP_001301104.1, SO:0001217, UniParc:UPI0000602AF3, UniRef:UniRef100_C4ZTN4, UniRef:UniRef50_A6TAW0, UniRef:UniRef90_Q32H22
contig_2	cds	3756081	3756995	+	KDBBKD_20440	ldcA	muramoyltetrapeptide carboxypeptidase	COG:COG1619, COG:M, EC:3.4.17.13, GO:0004180, GO:0005829, GO:0006508, GO:0008236, GO:0008360, GO:0009050, GO:0009252, GO:0009254, GO:0071555, GO:0106415, KEGG:K01297, RefSeq:WP_000051560.1, SO:0001217, UniParc:UPI000012E2D1, UniRef:UniRef100_P76008, UniRef:UniRef50_P76008, UniRef:UniRef90_P76008
contig_2	cds	3757090	3758826	+	KDBBKD_20445	nhaP2	potassium/proton antiporter	COG:COG3263, COG:CP, GO:0005887, GO:0006884, GO:0015386, GO:0050660, RefSeq:WP_000340194.1, SO:0001217, UniParc:UPI000013A69A, UniRef:UniRef100_C4ZTN2, UniRef:UniRef50_Q87KV8, UniRef:UniRef90_Q83RQ1
contig_2	cds	3758960	3759109	-	KDBBKD_20450		hypothetical protein	SO:0001217, UniParc:UPI0001E4CC7B, UniRef:UniRef100_A0A0J2B3T8, UniRef:UniRef50_A0A0J2B3T8, UniRef:UniRef90_A0A0J2B3T8
contig_2	cds	3759212	3760282	-	KDBBKD_20455	dadX	catabolic alanine racemase DadX	COG:COG0787, COG:M, EC:5.1.1.1, GO:0005829, GO:0008784, GO:0019480, GO:0030170, GO:0030632, KEGG:K01775, RefSeq:WP_000197881.1, SO:0001217, UniParc:UPI00001258D2, UniRef:UniRef100_P29012, UniRef:UniRef50_P29012, UniRef:UniRef90_P29012
contig_2	cds	3760292	3761590	-	KDBBKD_20460	dadA	D-amino acid dehydrogenase	COG:COG0665, COG:E, EC:1.4.5.1, EC:1.4.99.-, GO:0008718, GO:0055130, KEGG:K00285, RefSeq:WP_001266908.1, SO:0001217, UniParc:UPI0000128DF6, UniRef:UniRef100_A7ZKW0, UniRef:UniRef50_Q9HTQ0, UniRef:UniRef90_A8AFS0
contig_2	cds	3761920	3763452	+	KDBBKD_20465	ycgB	SpoVR family protein	COG:COG2719, COG:D, GO:0006974, RefSeq:WP_000190854.1, SO:0001217, UniParc:UPI000013A68C, UniRef:UniRef100_P29013, UniRef:UniRef50_P29013, UniRef:UniRef90_P29013
contig_2	cds	3763504	3764223	-	KDBBKD_20470	fadR	fatty acid metabolism transcriptional regulator FadR	COG:COG2186, COG:K, GO:0000062, GO:0003677, GO:0003700, GO:0005737, GO:0006631, GO:0019217, KEGG:K03603, RefSeq:WP_000234823.1, SO:0001217, UniParc:UPI0000111C8C, UniRef:UniRef100_A7ZKV8, UniRef:UniRef50_Q8Z685, UniRef:UniRef90_Q8Z685
contig_2	cds	3764444	3765985	+	KDBBKD_20475	nhaB	Na(+)/H(+) antiporter NhaB	COG:COG3067, COG:CP, GO:0005886, GO:0015385, GO:0016021, KEGG:K03314, RefSeq:WP_000406391.1, SO:0001217, UniParc:UPI0000130028, UniRef:UniRef100_A7ZKV7, UniRef:UniRef50_Q8FI24, UniRef:UniRef90_Q8FI24
contig_2	cds	3766131	3766661	+	KDBBKD_20480	dsbB	disulfide bond formation protein DsbB	COG:COG1495, COG:O, GO:0005886, GO:0006457, GO:0009055, GO:0015035, GO:0016021, RefSeq:WP_000943459.1, SO:0001217, UniParc:UPI0000031A36, UniRef:UniRef100_P0A6M3, UniRef:UniRef50_Q1C7V4, UniRef:UniRef90_P0A6M3
contig_2	cds	3766707	3767975	-	KDBBKD_20485	umuC	DNA polymerase V catalytic protein	COG:COG0389, COG:L, EC:2.7.7.7, GO:0003684, GO:0003697, GO:0003887, GO:0005886, GO:0006974, GO:0008094, GO:0009355, GO:0009432, GO:0016020, GO:0016021, GO:0019985, GO:0042276, KEGG:K03502, RefSeq:WP_000457616.1, SO:0001217, UniParc:UPI0000137C33, UniRef:UniRef100_P04152, UniRef:UniRef50_P04152, UniRef:UniRef90_P04152
contig_2	cds	3767975	3768394	-	KDBBKD_20490	umuD	Protein UmuD	COG:COG1974, COG:KT, EC:3.4.21.-, GO:0003677, GO:0006281, GO:0006355, GO:0006508, GO:0008236, GO:0009432, RefSeq:WP_000897378.1, SO:0001217, UniParc:UPI0000137C35, UniRef:UniRef100_P0AG12, UniRef:UniRef50_P0AG12, UniRef:UniRef90_P0AG12
contig_2	ncRNA	3768454	3768532	-	KDBBKD_20495	C0299	C0299 RNA	RFAM:RF00119, SO:0000655
contig_2	cds	3768767	3769678	+	KDBBKD_20500	hlyE	hemolysin HlyE	GO:0005576, GO:0016021, GO:0019836, GO:0020002, GO:0042597, GO:0044179, GO:0090729, RefSeq:WP_001336523.1, SO:0001217, UniParc:UPI000012C964, UniRef:UniRef100_P77335, UniRef:UniRef50_P77335, UniRef:UniRef90_P77335
contig_2	cds	3769885	3770331	-	KDBBKD_20505	ycgN	YcgN family cysteine cluster protein	KEGG:K09160, RefSeq:WP_001306825.1, SO:0001217, UniParc:UPI0000683E69, UniRef:UniRef100_A0A2X3JVQ0, UniRef:UniRef50_Q0TIJ4, UniRef:UniRef90_Q0TIJ4
contig_2	cds	3770423	3771082	-	KDBBKD_20510	ycgM	fumarylacetoacetate hydrolase family protein	COG:COG0179, COG:Q, GO:0018773, GO:0046872, RefSeq:WP_000284280.1, SO:0001217, UniParc:UPI000013A696, UniRef:UniRef100_P76004, UniRef:UniRef50_P76004, UniRef:UniRef90_P76004
contig_2	cds	3771154	3771447	-	KDBBKD_20515	ycgL	Protein YcgL	COG:COG3100, COG:S, KEGG:K09902, RefSeq:WP_001295992.1, SO:0001217, UniParc:UPI00001B5108, UniRef:UniRef100_B7MK76, UniRef:UniRef50_B7UQ64, UniRef:UniRef90_A7ZKV0
contig_2	cds	3771689	3772090	+	KDBBKD_20520	pliG	Inhibitor of g-type lysozyme	GO:0005829, GO:0042597, GO:0060241, RefSeq:WP_000695215.1, SO:0001217, UniParc:UPI000013A693, UniRef:UniRef100_P76002, UniRef:UniRef50_P76002, UniRef:UniRef90_P76002
contig_2	cds	3772193	3772561	-	KDBBKD_20525	ycgJ	Uncharacterized protein YcgJ	RefSeq:WP_001056840.1, SO:0001217, UniParc:UPI000013A691, UniRef:UniRef100_P76001, UniRef:UniRef50_P76001, UniRef:UniRef90_P76001
contig_2	cds	3773081	3773776	+	KDBBKD_20530	minC	septum site-determining protein MinC	COG:COG0850, COG:D, GO:0000902, GO:0000917, GO:0051302, GO:1901891, KEGG:K03610, RefSeq:WP_001301105.1, SO:0001217, UniParc:UPI000012F116, UniRef:UniRef100_P18196, UniRef:UniRef50_P18196, UniRef:UniRef90_P18196
contig_2	cds	3773800	3774612	+	KDBBKD_20535	minD	septum site-determining protein MinD	GO:0000917, GO:0005524, GO:0005829, GO:0005886, GO:0007059, GO:0009898, GO:0016887, GO:0031226, GO:0042802, GO:0051301, GO:0051782, GO:0060187, RefSeq:WP_000101055.1, SO:0001217, UniParc:UPI00001639A9, UniRef:UniRef100_P0AEZ5, UniRef:UniRef50_P0AEZ5, UniRef:UniRef90_P0AEZ5
